delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,cumm_net_delay
33,30,720,Orin,36,72,6,75,True,43
38,30,720,Orin,29,72,6,75,False,48
35,30,720,Orin,27,72,6,75,False,45
33,30,720,Orin,30,72,6,75,True,43
37,30,720,Orin,31,72,6,75,False,47
33,30,720,Orin,34,72,6,75,True,43
38,30,720,Orin,29,72,6,75,False,48
32,30,720,Orin,36,72,6,75,True,42
37,30,720,Orin,38,72,6,75,False,47
32,30,720,Orin,33,72,6,75,True,42
36,30,720,Orin,30,72,6,75,False,46
32,30,720,Orin,28,72,6,75,True,42
39,30,720,Orin,29,72,6,75,False,49
32,30,720,Orin,33,72,6,75,True,42
36,30,720,Orin,32,72,6,75,False,46
32,30,720,Orin,23,72,6,75,True,42
37,30,720,Orin,28,72,6,75,False,47
32,30,720,Orin,32,72,6,75,True,42
37,30,720,Orin,28,72,6,75,False,47
32,30,720,Orin,25,72,6,75,True,42
37,30,720,Orin,33,72,6,75,False,47
33,30,720,Orin,35,72,6,75,True,43
40,30,720,Orin,34,72,6,75,False,50
38,30,720,Orin,30,72,6,75,False,48
32,30,720,Orin,34,72,6,75,True,42
38,30,720,Orin,32,72,6,75,False,48
33,30,720,Orin,35,72,6,75,True,43
38,30,720,Orin,34,72,6,75,False,48
40,30,720,Orin,27,72,6,75,False,50
32,30,720,Orin,29,72,6,75,True,42
38,30,720,Orin,23,72,6,75,False,48
33,30,720,Orin,40,72,6,75,True,43
38,30,720,Orin,29,72,6,75,False,48
34,30,720,Orin,36,72,6,75,False,44
38,30,720,Orin,31,72,6,75,False,48
32,30,720,Orin,32,72,6,75,True,42
37,30,720,Orin,35,72,6,75,False,47
37,30,720,Orin,31,72,6,75,False,47
37,30,720,Orin,30,72,6,75,False,47
34,30,720,Orin,32,72,6,75,False,44
37,30,720,Orin,31,72,6,75,False,47
33,30,720,Orin,31,72,6,75,True,43
38,30,720,Orin,32,72,6,75,False,48
32,30,720,Orin,28,72,6,75,True,42
38,30,720,Orin,33,72,6,75,False,48
33,30,720,Orin,38,72,6,75,True,43
40,30,720,Orin,28,72,6,75,False,50
33,30,720,Orin,35,72,6,75,True,43
39,30,720,Orin,27,72,6,75,False,49
37,30,720,Orin,29,72,6,75,False,47
32,30,720,Orin,31,72,6,75,True,42
40,30,720,Orin,33,72,6,75,False,50
38,30,720,Orin,37,72,6,75,False,48
32,30,720,Orin,32,72,6,75,True,42
41,30,720,Orin,31,72,6,75,False,51
38,30,720,Orin,30,72,6,75,False,48
34,30,720,Orin,34,72,6,75,False,44
39,30,720,Orin,35,72,6,75,False,49
33,30,720,Orin,28,72,6,75,True,43
38,30,720,Orin,32,72,6,75,False,48
39,30,720,Orin,40,72,6,75,False,49
38,30,720,Orin,30,72,6,75,False,48
33,30,720,Orin,31,72,6,75,True,43
39,30,720,Orin,31,72,6,75,False,49
34,30,720,Orin,33,72,6,75,False,44
40,30,720,Orin,32,72,6,75,False,50
32,30,720,Orin,28,72,6,75,True,42
40,30,720,Orin,30,72,6,75,False,50
33,30,720,Orin,31,72,6,75,True,43
39,30,720,Orin,32,72,6,75,False,49
33,30,720,Orin,31,72,6,75,True,43
37,30,720,Orin,30,72,6,75,False,47
34,30,720,Orin,31,72,6,75,False,44
37,30,720,Orin,26,72,6,75,False,47
36,30,720,Orin,26,72,6,75,False,46
35,30,720,Orin,35,72,6,75,False,45
38,30,720,Orin,31,72,6,75,False,48
32,30,720,Orin,33,72,6,75,True,42
37,30,720,Orin,33,72,6,75,False,47
32,30,720,Orin,25,72,6,75,True,42
36,30,720,Orin,26,72,6,75,False,46
32,30,720,Orin,28,72,6,75,True,42
36,30,720,Orin,29,72,6,75,False,46
33,30,720,Orin,40,72,7,75,True,43
36,30,720,Orin,30,72,6,75,False,46
39,30,720,Orin,34,72,6,75,False,49
34,30,720,Orin,30,72,6,75,False,44
39,30,720,Orin,23,72,6,75,False,49
32,30,720,Orin,28,72,6,75,True,42
40,30,720,Orin,32,72,6,75,False,50
33,30,720,Orin,32,72,6,75,True,43
40,30,720,Orin,25,72,6,75,False,50
33,30,720,Orin,28,72,6,75,True,43
40,30,720,Orin,32,72,6,75,False,50
35,30,720,Orin,33,72,6,75,False,45
37,30,720,Orin,35,72,6,75,False,47
32,30,720,Orin,28,72,6,75,True,42
38,30,720,Orin,34,72,6,75,False,48
33,30,720,Orin,32,72,6,75,True,43
40,30,720,Orin,34,72,6,75,False,50
33,30,720,Orin,30,72,6,75,True,43
40,30,720,Orin,35,72,6,75,False,50
33,30,720,Orin,28,72,6,75,True,43
39,30,720,Orin,31,72,6,75,False,49
33,30,720,Orin,48,72,7,75,True,43
42,30,720,Orin,47,72,7,75,False,52
39,30,720,Orin,35,72,6,75,False,49
33,30,720,Orin,32,72,6,75,True,43
38,30,720,Orin,31,72,6,75,False,48
33,30,720,Orin,35,72,6,75,True,43
41,30,720,Orin,26,72,6,75,False,51
39,30,720,Orin,25,72,6,75,False,49
32,30,720,Orin,34,72,6,75,True,42
38,30,720,Orin,32,72,6,75,False,48
34,30,720,Orin,34,72,6,75,False,44
38,30,720,Orin,28,72,6,75,False,48
33,30,720,Orin,32,72,6,75,True,43
41,30,720,Orin,27,72,6,75,False,51
38,30,720,Orin,29,72,6,75,False,48
35,30,720,Orin,32,72,6,75,False,45
37,30,720,Orin,51,72,7,75,False,47
34,30,720,Orin,46,72,7,75,False,44
42,30,720,Orin,42,72,7,75,False,52
39,30,720,Orin,30,72,6,75,False,49
33,30,720,Orin,32,72,6,75,True,43
38,30,720,Orin,42,72,7,75,False,48
33,30,720,Orin,50,72,7,75,True,43
42,30,720,Orin,39,72,6,75,False,52
38,30,720,Orin,36,72,6,75,False,48
33,30,720,Orin,25,72,6,75,True,43
39,30,720,Orin,32,72,6,75,False,49
36,30,720,Orin,40,72,7,75,False,46
43,30,720,Orin,59,72,7,75,False,53
34,30,720,Orin,48,72,7,75,False,44
39,30,720,Orin,44,72,7,75,False,49
33,30,720,Orin,45,72,7,75,True,43
42,30,720,Orin,45,72,7,75,False,52
39,30,720,Orin,44,72,7,75,False,49
34,30,720,Orin,35,72,6,75,False,44
37,30,720,Orin,26,72,6,75,False,47
33,30,720,Orin,35,72,6,75,True,43
37,30,720,Orin,26,72,6,75,False,47
33,30,720,Orin,28,72,6,75,True,43
39,30,720,Orin,33,72,6,75,False,49
35,30,720,Orin,29,72,6,75,False,45
40,30,720,Orin,24,72,6,75,False,50
34,30,720,Orin,31,72,6,75,False,44
38,30,720,Orin,28,72,6,75,False,48
34,30,720,Orin,26,72,6,75,False,44
40,30,720,Orin,24,72,6,75,False,50
33,35,720,Orin,57,72,7,80,False,43
37,35,720,Orin,30,72,6,80,False,47
31,35,720,Orin,32,72,6,80,False,41
38,35,720,Orin,31,72,6,80,False,48
32,35,720,Orin,28,72,6,80,False,42
37,35,720,Orin,29,72,6,80,False,47
31,35,720,Orin,29,72,6,80,False,41
37,35,720,Orin,26,72,6,80,False,47
32,35,720,Orin,34,72,6,80,False,42
38,35,720,Orin,29,72,6,80,False,48
32,35,720,Orin,31,72,6,80,False,42
38,35,720,Orin,29,72,6,80,False,48
32,35,720,Orin,36,72,6,80,False,42
34,35,720,Orin,33,72,6,80,False,44
38,35,720,Orin,33,72,6,80,False,48
32,35,720,Orin,29,72,6,80,False,42
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,32,72,6,80,False,42
38,35,720,Orin,29,72,6,80,False,48
32,35,720,Orin,25,72,6,80,False,42
37,35,720,Orin,31,72,6,80,False,47
33,35,720,Orin,33,72,6,80,False,43
38,35,720,Orin,36,72,6,80,False,48
31,35,720,Orin,26,72,6,80,False,41
39,35,720,Orin,32,72,6,80,False,49
32,35,720,Orin,34,72,6,80,False,42
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,28,72,6,80,False,42
38,35,720,Orin,31,72,6,80,False,48
31,35,720,Orin,28,72,6,80,False,41
38,35,720,Orin,34,72,6,80,False,48
33,35,720,Orin,32,72,6,80,False,43
39,35,720,Orin,33,72,6,80,False,49
34,35,720,Orin,30,72,6,80,False,44
36,35,720,Orin,30,72,6,80,False,46
32,35,720,Orin,34,72,6,80,False,42
37,35,720,Orin,34,72,6,80,False,47
31,35,720,Orin,28,72,6,80,False,41
39,35,720,Orin,32,72,6,80,False,49
39,35,720,Orin,35,72,6,80,False,49
32,35,720,Orin,25,72,6,80,False,42
38,35,720,Orin,29,72,6,80,False,48
32,35,720,Orin,32,72,6,80,False,42
38,35,720,Orin,31,72,6,80,False,48
32,35,720,Orin,34,72,6,80,False,42
37,35,720,Orin,28,72,6,80,False,47
34,35,720,Orin,34,72,6,80,False,44
38,35,720,Orin,28,72,6,80,False,48
35,35,720,Orin,34,72,6,80,False,45
34,35,720,Orin,31,72,6,80,False,44
39,35,720,Orin,30,72,6,80,False,49
32,35,720,Orin,33,72,6,80,False,42
37,35,720,Orin,33,72,6,80,False,47
33,35,720,Orin,36,72,6,80,False,43
40,35,720,Orin,28,72,6,80,False,50
31,35,720,Orin,31,72,6,80,False,41
37,35,720,Orin,31,72,6,80,False,47
33,35,720,Orin,31,72,6,80,False,43
38,35,720,Orin,31,72,6,80,False,48
32,35,720,Orin,29,72,6,80,False,42
38,35,720,Orin,30,72,6,80,False,48
33,35,720,Orin,32,72,6,80,False,43
36,35,720,Orin,40,72,6,80,False,46
31,35,720,Orin,34,72,6,80,False,41
39,35,720,Orin,29,72,6,80,False,49
33,35,720,Orin,36,72,6,80,False,43
39,35,720,Orin,22,72,6,80,False,49
31,35,720,Orin,34,72,6,80,False,41
39,35,720,Orin,27,72,6,80,False,49
33,35,720,Orin,32,72,6,80,False,43
38,35,720,Orin,29,72,6,80,False,48
32,35,720,Orin,31,72,6,80,False,42
33,35,720,Orin,34,72,6,80,False,43
31,35,720,Orin,25,72,6,80,False,41
35,35,720,Orin,34,72,6,80,False,45
32,35,720,Orin,34,72,6,80,False,42
37,35,720,Orin,38,72,6,80,False,47
31,35,720,Orin,32,72,6,80,False,41
38,35,720,Orin,27,72,6,80,False,48
37,35,720,Orin,29,72,6,80,False,47
31,35,720,Orin,29,72,6,80,False,41
38,35,720,Orin,26,72,6,80,False,48
31,35,720,Orin,32,72,6,80,False,41
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,32,72,6,80,False,42
37,35,720,Orin,29,72,6,80,False,47
32,35,720,Orin,22,72,6,80,False,42
39,35,720,Orin,30,72,6,80,False,49
33,35,720,Orin,33,72,6,80,False,43
39,35,720,Orin,33,72,6,80,False,49
33,35,720,Orin,33,72,6,80,False,43
37,35,720,Orin,48,72,7,80,False,47
34,35,720,Orin,48,72,7,80,False,44
38,35,720,Orin,38,72,6,80,False,48
32,35,720,Orin,33,72,6,80,False,42
37,35,720,Orin,33,72,6,80,False,47
32,35,720,Orin,33,72,6,80,False,42
41,35,720,Orin,28,72,6,80,False,51
33,35,720,Orin,34,72,6,80,False,43
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,34,72,6,80,False,42
39,35,720,Orin,29,72,6,80,False,49
33,35,720,Orin,28,72,6,80,False,43
39,35,720,Orin,30,72,6,80,False,49
32,35,720,Orin,36,72,6,80,False,42
38,35,720,Orin,35,72,6,80,False,48
33,35,720,Orin,33,72,6,80,False,43
42,35,720,Orin,35,72,6,80,False,52
37,35,720,Orin,25,72,6,80,False,47
32,35,720,Orin,32,72,6,80,False,42
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,34,72,6,80,False,42
38,35,720,Orin,25,72,6,80,False,48
34,35,720,Orin,32,72,6,80,False,44
37,35,720,Orin,33,72,6,80,False,47
34,35,720,Orin,33,72,6,80,False,44
38,35,720,Orin,28,72,6,80,False,48
33,35,720,Orin,25,72,6,80,False,43
38,35,720,Orin,32,72,6,80,False,48
36,35,720,Orin,32,72,6,80,False,46
35,35,720,Orin,30,72,6,80,False,45
39,35,720,Orin,32,72,6,80,False,49
33,35,720,Orin,31,72,6,80,False,43
38,35,720,Orin,34,72,6,80,False,48
32,35,720,Orin,50,72,7,80,False,42
39,35,720,Orin,42,72,7,80,False,49
34,35,720,Orin,41,72,7,80,False,44
37,35,720,Orin,28,72,6,80,False,47
33,35,720,Orin,29,72,6,80,False,43
39,35,720,Orin,31,72,6,80,False,49
34,35,720,Orin,34,72,6,80,False,44
37,35,720,Orin,35,72,6,80,False,47
32,35,720,Orin,36,72,6,80,False,42
40,35,720,Orin,27,72,6,80,False,50
32,35,720,Orin,28,72,6,80,False,42
39,35,720,Orin,32,72,6,80,False,49
33,35,720,Orin,31,72,6,80,False,43
39,35,720,Orin,32,72,6,80,False,49
32,35,720,Orin,39,72,6,80,False,42
38,35,720,Orin,28,72,6,80,False,48
34,35,720,Orin,27,72,6,80,False,44
39,35,720,Orin,33,72,6,80,False,49
33,35,720,Orin,25,72,6,80,False,43
33,35,720,Orin,28,72,6,80,False,43
37,35,720,Orin,23,72,6,80,False,47
32,35,720,Orin,29,72,6,80,False,42
39,35,720,Orin,32,72,6,80,False,49
34,35,720,Orin,31,72,6,80,False,44
38,35,720,Orin,35,72,6,80,False,48
31,35,720,Orin,32,72,6,80,False,41
41,35,720,Orin,33,72,6,80,False,51
32,35,720,Orin,32,72,6,80,False,42
39,35,720,Orin,27,72,6,80,False,49
32,35,720,Orin,26,72,6,80,False,42
39,35,720,Orin,30,72,6,80,False,49
32,35,720,Orin,32,72,6,80,False,42
39,35,720,Orin,30,72,6,80,False,49
33,35,720,Orin,31,72,6,80,False,43
37,35,720,Orin,30,72,6,80,False,47
33,35,720,Orin,33,72,6,80,False,43
38,35,720,Orin,27,72,6,80,False,48
32,35,720,Orin,32,72,6,80,False,42
40,35,720,Orin,30,72,6,80,False,50
33,35,720,Orin,29,72,6,80,False,43
39,35,720,Orin,27,72,6,80,False,49
32,35,720,Orin,34,72,6,80,False,42
36,35,720,Orin,25,72,6,80,False,46
32,35,720,Orin,35,72,6,80,False,42
40,35,720,Orin,29,72,6,80,False,50
39,35,720,Orin,28,72,6,80,False,49
33,35,720,Orin,32,72,6,80,False,43
39,35,720,Orin,28,72,6,80,False,49
32,35,720,Orin,31,72,6,80,False,42
40,35,720,Orin,32,72,6,80,False,50
36,35,720,Orin,33,72,6,80,False,46
38,35,720,Orin,33,72,6,80,False,48
32,35,720,Orin,34,72,6,80,False,42
41,35,720,Orin,25,72,6,80,False,51
33,35,720,Orin,28,72,6,80,False,43
39,35,720,Orin,30,72,6,80,False,49
33,35,720,Orin,28,72,6,80,False,43
39,35,720,Orin,25,72,6,80,False,49
33,35,720,Orin,29,72,6,80,False,43
38,35,720,Orin,30,72,6,80,False,48
33,35,720,Orin,35,72,6,80,False,43
39,35,720,Orin,28,72,6,80,False,49
32,35,720,Orin,33,72,6,80,False,42
37,35,720,Orin,35,72,6,80,False,47
32,35,720,Orin,34,72,6,80,False,42
36,35,720,Orin,29,72,6,80,False,46
34,35,720,Orin,32,72,6,80,False,44
37,35,720,Orin,32,72,6,80,False,47
32,35,720,Orin,31,72,6,80,False,42
39,35,720,Orin,34,72,6,80,False,49
32,35,720,Orin,28,72,6,80,False,42
37,35,720,Orin,33,72,6,80,False,47
32,35,720,Orin,33,72,6,80,False,42
39,35,720,Orin,35,72,6,80,False,49
34,35,720,Orin,25,72,6,80,False,44
40,35,720,Orin,26,72,6,80,False,50
34,35,720,Orin,36,72,6,80,False,44
38,35,720,Orin,39,72,6,80,False,48
34,35,720,Orin,27,72,6,80,False,44
38,35,720,Orin,26,72,6,80,False,48
35,35,720,Orin,35,72,6,80,False,45
40,35,720,Orin,28,72,6,80,False,50
33,35,720,Orin,29,72,6,80,False,43
37,35,720,Orin,30,72,6,80,False,47
33,35,720,Orin,31,72,6,80,False,43
39,35,720,Orin,25,72,6,80,False,49
32,35,720,Orin,27,72,6,80,False,42
38,35,720,Orin,24,72,6,80,False,48
32,35,720,Orin,33,72,6,80,False,42
38,35,720,Orin,28,72,6,80,False,48
32,35,720,Orin,31,72,6,80,False,42
38,35,720,Orin,30,72,6,80,False,48
32,35,720,Orin,35,72,6,80,False,42
40,35,720,Orin,29,72,6,80,False,50
34,35,720,Orin,30,72,6,80,False,44
39,35,720,Orin,29,72,6,80,False,49
32,35,720,Orin,31,72,6,80,False,42
40,35,720,Orin,27,72,6,80,False,50
33,35,720,Orin,33,72,6,80,False,43
39,35,720,Orin,30,72,6,80,False,49
33,35,720,Orin,26,72,6,80,False,43
34,35,720,Orin,36,72,6,80,False,44
37,35,720,Orin,29,72,6,80,False,47
33,35,720,Orin,34,72,6,80,False,43
38,35,720,Orin,28,72,6,80,False,48
33,35,720,Orin,28,72,6,80,False,43
38,35,720,Orin,33,72,6,80,False,48
33,35,720,Orin,33,72,6,80,False,43
36,35,720,Orin,32,72,6,80,False,46
36,35,720,Orin,28,72,6,80,False,46
38,35,720,Orin,28,72,6,80,False,48
33,35,720,Orin,33,72,6,80,False,43
39,35,720,Orin,32,72,6,80,False,49
34,35,720,Orin,31,72,6,80,False,44
38,35,720,Orin,33,72,6,80,False,48
32,35,720,Orin,33,72,6,80,False,42
40,35,720,Orin,29,72,6,80,False,50
33,35,720,Orin,30,72,6,80,False,43
37,35,720,Orin,32,72,6,80,False,47
34,35,720,Orin,32,72,6,80,False,44
41,35,720,Orin,28,72,6,80,False,51
38,35,720,Orin,26,72,6,80,False,48
34,35,720,Orin,32,72,6,80,False,44
39,35,720,Orin,30,72,6,80,False,49
37,35,720,Orin,29,72,6,80,False,47
33,35,720,Orin,32,72,6,80,False,43
37,35,720,Orin,35,72,6,80,False,47
33,35,720,Orin,23,72,6,80,False,43
39,35,720,Orin,31,72,6,80,False,49
33,35,720,Orin,30,72,6,80,False,43
40,35,720,Orin,28,72,6,80,False,50
33,35,720,Orin,28,72,6,80,False,43
41,35,720,Orin,30,72,6,80,False,51
33,35,720,Orin,25,72,6,80,False,43
41,35,720,Orin,28,72,6,80,False,51
40,35,720,Orin,27,72,6,80,False,50
33,35,720,Orin,27,72,6,80,False,43
38,35,720,Orin,31,72,6,80,False,48
33,35,720,Orin,37,72,6,80,False,43
40,35,720,Orin,31,72,6,80,False,50
33,35,720,Orin,32,72,6,80,False,43
40,35,720,Orin,30,72,6,80,False,50
34,35,720,Orin,31,72,6,80,False,44
39,35,720,Orin,28,72,6,80,False,49
33,35,720,Orin,33,72,6,80,False,43
41,35,720,Orin,27,72,6,80,False,51
40,35,720,Orin,29,72,6,80,False,50
36,35,720,Orin,34,72,6,80,False,46
39,35,720,Orin,30,72,6,80,False,49
33,35,720,Orin,28,72,6,80,False,43
38,35,720,Orin,31,72,6,80,False,48
33,35,720,Orin,30,72,6,80,False,43
40,35,720,Orin,27,72,6,80,False,50
33,35,720,Orin,28,72,6,80,False,43
42,35,720,Orin,29,72,6,80,False,52
38,35,720,Orin,31,72,6,80,False,48
34,35,720,Orin,30,72,6,80,False,44
37,35,720,Orin,32,72,6,80,False,47
35,35,720,Orin,32,72,6,80,False,45
37,35,720,Orin,29,72,6,80,False,47
41,35,720,Orin,29,72,6,80,False,51
34,35,720,Orin,30,72,6,80,False,44
41,35,720,Orin,24,72,6,80,False,51
35,35,720,Orin,25,72,6,80,False,45
38,35,720,Orin,23,72,6,80,False,48
33,35,720,Orin,30,72,6,80,False,43
41,35,720,Orin,24,72,6,80,False,51
29,15,480,Orin,57,72,7,30,True,39
28,15,480,Orin,16,72,6,30,True,38
29,15,480,Orin,18,72,6,30,True,39
28,15,480,Orin,20,72,6,30,True,38
29,15,480,Orin,27,72,6,30,True,39
28,15,480,Orin,31,72,6,30,True,38
29,15,480,Orin,22,72,6,30,True,39
29,15,480,Orin,13,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
28,15,480,Orin,13,72,6,30,True,38
29,15,480,Orin,21,72,6,30,True,39
28,15,480,Orin,17,72,6,30,True,38
28,15,480,Orin,16,72,6,30,True,38
28,15,480,Orin,18,72,6,30,True,38
29,15,480,Orin,22,72,6,30,True,39
32,15,480,Orin,17,72,6,30,True,42
28,15,480,Orin,15,72,6,30,True,38
28,15,480,Orin,16,72,6,30,True,38
29,15,480,Orin,16,72,6,30,True,39
28,15,480,Orin,20,72,6,30,True,38
29,15,480,Orin,16,72,6,30,True,39
28,15,480,Orin,16,72,6,30,True,38
28,15,480,Orin,18,72,6,30,True,38
29,15,480,Orin,14,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
28,15,480,Orin,21,72,6,30,True,38
28,15,480,Orin,18,72,6,30,True,38
28,15,480,Orin,16,72,6,30,True,38
29,15,480,Orin,22,72,6,30,True,39
32,15,480,Orin,33,72,6,30,True,42
29,15,480,Orin,21,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
28,15,480,Orin,15,72,6,30,True,38
28,15,480,Orin,20,72,6,30,True,38
28,15,480,Orin,14,72,6,30,True,38
30,15,480,Orin,21,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,13,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,21,72,6,30,True,40
33,15,480,Orin,16,72,6,30,True,43
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
30,15,480,Orin,20,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
33,15,480,Orin,18,72,6,30,True,43
28,15,480,Orin,17,72,6,30,True,38
28,15,480,Orin,20,72,6,30,True,38
29,15,480,Orin,13,72,6,30,True,39
29,15,480,Orin,21,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,21,72,6,30,True,39
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
30,15,480,Orin,14,72,6,30,True,40
29,15,480,Orin,21,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,14,72,6,30,True,39
29,15,480,Orin,14,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,22,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,14,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
32,15,480,Orin,24,72,6,30,True,42
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
33,15,480,Orin,18,72,6,30,True,43
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,14,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
30,15,480,Orin,14,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,20,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
29,15,480,Orin,16,72,6,30,True,39
30,15,480,Orin,21,72,6,30,True,40
29,15,480,Orin,22,72,6,30,True,39
33,15,480,Orin,20,72,6,30,True,43
30,15,480,Orin,19,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
29,15,480,Orin,16,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,20,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
30,15,480,Orin,16,72,6,30,True,40
30,15,480,Orin,16,72,6,30,True,40
30,15,480,Orin,17,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
33,15,480,Orin,21,72,6,30,True,43
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,17,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,20,72,6,30,True,39
31,15,480,Orin,21,72,6,30,True,41
29,15,480,Orin,18,72,6,30,True,39
29,15,480,Orin,14,72,6,30,True,39
30,15,480,Orin,16,72,6,30,True,40
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,18,72,6,30,True,39
30,15,480,Orin,20,72,6,30,True,40
30,15,480,Orin,16,72,6,30,True,40
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,17,72,6,30,True,40
29,15,480,Orin,18,72,6,30,True,39
30,15,480,Orin,25,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,14,72,6,30,True,40
31,15,480,Orin,18,72,6,30,True,41
32,15,480,Orin,19,72,6,30,True,42
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,16,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,19,72,6,30,True,40
29,15,480,Orin,22,72,6,30,True,39
30,15,480,Orin,22,72,6,30,True,40
30,15,480,Orin,20,72,6,30,True,40
29,15,480,Orin,16,72,6,30,True,39
30,15,480,Orin,15,72,6,30,True,40
29,15,480,Orin,18,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
35,15,480,Orin,16,72,6,30,True,45
30,15,480,Orin,21,72,6,30,True,40
30,15,480,Orin,20,72,6,30,True,40
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,20,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,20,72,6,30,True,40
31,15,480,Orin,21,72,6,30,True,41
30,15,480,Orin,20,72,6,30,True,40
30,15,480,Orin,22,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,20,72,6,30,True,40
29,15,480,Orin,15,72,6,30,True,39
30,15,480,Orin,22,72,6,30,True,40
31,15,480,Orin,20,72,6,30,True,41
29,15,480,Orin,19,72,6,30,True,39
29,15,480,Orin,14,72,6,30,True,39
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,21,72,6,30,True,40
29,15,480,Orin,16,72,6,30,True,39
30,15,480,Orin,20,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
34,15,480,Orin,16,72,6,30,True,44
29,15,480,Orin,17,72,6,30,True,39
30,15,480,Orin,13,72,6,30,True,40
30,15,480,Orin,16,72,6,30,True,40
29,15,480,Orin,20,72,6,30,True,39
30,15,480,Orin,12,72,6,30,True,40
30,15,480,Orin,17,72,6,30,True,40
30,15,480,Orin,18,72,6,30,True,40
30,15,480,Orin,16,72,6,30,True,40
32,15,480,Orin,16,72,6,30,True,42
33,15,480,Orin,18,72,6,30,True,43
33,15,480,Orin,16,72,6,30,True,43
33,15,480,Orin,17,72,6,30,True,43
32,15,480,Orin,14,72,6,30,True,42
